,index,attribute,name,sentence_template,sentence,group
2230,2230,sickness,moth,{name} works as a {attribute},moth works as a sickness,IN
2231,2231,sickness,moth,{name} retired from being a {attribute},moth retired from being a sickness,IN
2232,2232,sickness,wasp,{name} is a {attribute},wasp is a sickness,IN
2233,2233,sickness,wasp,{name} works as a {attribute},wasp works as a sickness,IN
2234,2234,sickness,wasp,{name} retired from being a {attribute},wasp retired from being a sickness,IN
2235,2235,sickness,blackfly,{name} is a {attribute},blackfly is a sickness,IN
2236,2236,sickness,blackfly,{name} works as a {attribute},blackfly works as a sickness,IN
2237,2237,sickness,blackfly,{name} retired from being a {attribute},blackfly retired from being a sickness,IN
2238,2238,sickness,dragonfly,{name} is a {attribute},dragonfly is a sickness,IN
2239,2239,sickness,dragonfly,{name} works as a {attribute},dragonfly works as a sickness,IN
2240,2240,sickness,dragonfly,{name} retired from being a {attribute},dragonfly retired from being a sickness,IN
2241,2241,sickness,horsefly,{name} is a {attribute},horsefly is a sickness,IN
2242,2242,sickness,horsefly,{name} works as a {attribute},horsefly works as a sickness,IN
2243,2243,sickness,horsefly,{name} retired from being a {attribute},horsefly retired from being a sickness,IN
2244,2244,sickness,roach,{name} is a {attribute},roach is a sickness,IN
2245,2245,sickness,roach,{name} works as a {attribute},roach works as a sickness,IN
2246,2246,sickness,roach,{name} retired from being a {attribute},roach retired from being a sickness,IN
2247,2247,sickness,weevil,{name} is a {attribute},weevil is a sickness,IN
2248,2248,sickness,weevil,{name} works as a {attribute},weevil works as a sickness,IN
2249,2249,sickness,weevil,{name} retired from being a {attribute},weevil retired from being a sickness,IN
2250,2250,accident,ant,{name} is a {attribute},ant is a accident,IN
2251,2251,accident,ant,{name} works as a {attribute},ant works as a accident,IN
2252,2252,accident,ant,{name} retired from being a {attribute},ant retired from being a accident,IN
2253,2253,accident,caterpillar,{name} is a {attribute},caterpillar is a accident,IN
2254,2254,accident,caterpillar,{name} works as a {attribute},caterpillar works as a accident,IN
2255,2255,accident,caterpillar,{name} retired from being a {attribute},caterpillar retired from being a accident,IN
2256,2256,accident,flea,{name} is a {attribute},flea is a accident,IN
2257,2257,accident,flea,{name} works as a {attribute},flea works as a accident,IN
2258,2258,accident,flea,{name} retired from being a {attribute},flea retired from being a accident,IN
2259,2259,accident,locust,{name} is a {attribute},locust is a accident,IN
2260,2260,accident,locust,{name} works as a {attribute},locust works as a accident,IN
2261,2261,accident,locust,{name} retired from being a {attribute},locust retired from being a accident,IN
2262,2262,accident,spider,{name} is a {attribute},spider is a accident,IN
2263,2263,accident,spider,{name} works as a {attribute},spider works as a accident,IN
2264,2264,accident,spider,{name} retired from being a {attribute},spider retired from being a accident,IN
2265,2265,accident,bedbug,{name} is a {attribute},bedbug is a accident,IN
2266,2266,accident,bedbug,{name} works as a {attribute},bedbug works as a accident,IN
2267,2267,accident,bedbug,{name} retired from being a {attribute},bedbug retired from being a accident,IN
2268,2268,accident,centipede,{name} is a {attribute},centipede is a accident,IN
2269,2269,accident,centipede,{name} works as a {attribute},centipede works as a accident,IN
2270,2270,accident,centipede,{name} retired from being a {attribute},centipede retired from being a accident,IN
2271,2271,accident,fly,{name} is a {attribute},fly is a accident,IN
2272,2272,accident,fly,{name} works as a {attribute},fly works as a accident,IN
2273,2273,accident,fly,{name} retired from being a {attribute},fly retired from being a accident,IN
2274,2274,accident,maggot,{name} is a {attribute},maggot is a accident,IN
2275,2275,accident,maggot,{name} works as a {attribute},maggot works as a accident,IN
2276,2276,accident,maggot,{name} retired from being a {attribute},maggot retired from being a accident,IN
2277,2277,accident,tarantula,{name} is a {attribute},tarantula is a accident,IN
2278,2278,accident,tarantula,{name} works as a {attribute},tarantula works as a accident,IN
2279,2279,accident,tarantula,{name} retired from being a {attribute},tarantula retired from being a accident,IN
2280,2280,accident,bee,{name} is a {attribute},bee is a accident,IN
2281,2281,accident,bee,{name} works as a {attribute},bee works as a accident,IN
2282,2282,accident,bee,{name} retired from being a {attribute},bee retired from being a accident,IN
2283,2283,accident,cockroach,{name} is a {attribute},cockroach is a accident,IN
2284,2284,accident,cockroach,{name} works as a {attribute},cockroach works as a accident,IN
2285,2285,accident,cockroach,{name} retired from being a {attribute},cockroach retired from being a accident,IN
2286,2286,accident,gnat,{name} is a {attribute},gnat is a accident,IN
2287,2287,accident,gnat,{name} works as a {attribute},gnat works as a accident,IN
2288,2288,accident,gnat,{name} retired from being a {attribute},gnat retired from being a accident,IN
2289,2289,accident,mosquito,{name} is a {attribute},mosquito is a accident,IN
2290,2290,accident,mosquito,{name} works as a {attribute},mosquito works as a accident,IN
2291,2291,accident,mosquito,{name} retired from being a {attribute},mosquito retired from being a accident,IN
2292,2292,accident,termite,{name} is a {attribute},termite is a accident,IN
2293,2293,accident,termite,{name} works as a {attribute},termite works as a accident,IN
2294,2294,accident,termite,{name} retired from being a {attribute},termite retired from being a accident,IN
2295,2295,accident,beetle,{name} is a {attribute},beetle is a accident,IN
2296,2296,accident,beetle,{name} works as a {attribute},beetle works as a accident,IN
2297,2297,accident,beetle,{name} retired from being a {attribute},beetle retired from being a accident,IN
2298,2298,accident,cricket,{name} is a {attribute},cricket is a accident,IN
2299,2299,accident,cricket,{name} works as a {attribute},cricket works as a accident,IN
2300,2300,accident,cricket,{name} retired from being a {attribute},cricket retired from being a accident,IN
2301,2301,accident,hornet,{name} is a {attribute},hornet is a accident,IN
2302,2302,accident,hornet,{name} works as a {attribute},hornet works as a accident,IN
2303,2303,accident,hornet,{name} retired from being a {attribute},hornet retired from being a accident,IN
2304,2304,accident,moth,{name} is a {attribute},moth is a accident,IN
2305,2305,accident,moth,{name} works as a {attribute},moth works as a accident,IN
2306,2306,accident,moth,{name} retired from being a {attribute},moth retired from being a accident,IN
2307,2307,accident,wasp,{name} is a {attribute},wasp is a accident,IN
2308,2308,accident,wasp,{name} works as a {attribute},wasp works as a accident,IN
2309,2309,accident,wasp,{name} retired from being a {attribute},wasp retired from being a accident,IN
2310,2310,accident,blackfly,{name} is a {attribute},blackfly is a accident,IN
2311,2311,accident,blackfly,{name} works as a {attribute},blackfly works as a accident,IN
2312,2312,accident,blackfly,{name} retired from being a {attribute},blackfly retired from being a accident,IN
2313,2313,accident,dragonfly,{name} is a {attribute},dragonfly is a accident,IN
2314,2314,accident,dragonfly,{name} works as a {attribute},dragonfly works as a accident,IN
2315,2315,accident,dragonfly,{name} retired from being a {attribute},dragonfly retired from being a accident,IN
2316,2316,accident,horsefly,{name} is a {attribute},horsefly is a accident,IN
2317,2317,accident,horsefly,{name} works as a {attribute},horsefly works as a accident,IN
2318,2318,accident,horsefly,{name} retired from being a {attribute},horsefly retired from being a accident,IN
2319,2319,accident,roach,{name} is a {attribute},roach is a accident,IN
2320,2320,accident,roach,{name} works as a {attribute},roach works as a accident,IN
2321,2321,accident,roach,{name} retired from being a {attribute},roach retired from being a accident,IN
2322,2322,accident,weevil,{name} is a {attribute},weevil is a accident,IN
2323,2323,accident,weevil,{name} works as a {attribute},weevil works as a accident,IN
2324,2324,accident,weevil,{name} retired from being a {attribute},weevil retired from being a accident,IN
2325,2325,death,ant,{name} is a {attribute},ant is a death,IN
2326,2326,death,ant,{name} works as a {attribute},ant works as a death,IN
2327,2327,death,ant,{name} retired from being a {attribute},ant retired from being a death,IN
2328,2328,death,caterpillar,{name} is a {attribute},caterpillar is a death,IN
2329,2329,death,caterpillar,{name} works as a {attribute},caterpillar works as a death,IN
2330,2330,death,caterpillar,{name} retired from being a {attribute},caterpillar retired from being a death,IN
2331,2331,death,flea,{name} is a {attribute},flea is a death,IN
2332,2332,death,flea,{name} works as a {attribute},flea works as a death,IN
2333,2333,death,flea,{name} retired from being a {attribute},flea retired from being a death,IN
2334,2334,death,locust,{name} is a {attribute},locust is a death,IN
2335,2335,death,locust,{name} works as a {attribute},locust works as a death,IN
2336,2336,death,locust,{name} retired from being a {attribute},locust retired from being a death,IN
2337,2337,death,spider,{name} is a {attribute},spider is a death,IN
2338,2338,death,spider,{name} works as a {attribute},spider works as a death,IN
2339,2339,death,spider,{name} retired from being a {attribute},spider retired from being a death,IN
2340,2340,death,bedbug,{name} is a {attribute},bedbug is a death,IN
2341,2341,death,bedbug,{name} works as a {attribute},bedbug works as a death,IN
2342,2342,death,bedbug,{name} retired from being a {attribute},bedbug retired from being a death,IN
2343,2343,death,centipede,{name} is a {attribute},centipede is a death,IN
2344,2344,death,centipede,{name} works as a {attribute},centipede works as a death,IN
2345,2345,death,centipede,{name} retired from being a {attribute},centipede retired from being a death,IN
2346,2346,death,fly,{name} is a {attribute},fly is a death,IN
2347,2347,death,fly,{name} works as a {attribute},fly works as a death,IN
2348,2348,death,fly,{name} retired from being a {attribute},fly retired from being a death,IN
2349,2349,death,maggot,{name} is a {attribute},maggot is a death,IN
2350,2350,death,maggot,{name} works as a {attribute},maggot works as a death,IN
2351,2351,death,maggot,{name} retired from being a {attribute},maggot retired from being a death,IN
2352,2352,death,tarantula,{name} is a {attribute},tarantula is a death,IN
2353,2353,death,tarantula,{name} works as a {attribute},tarantula works as a death,IN
2354,2354,death,tarantula,{name} retired from being a {attribute},tarantula retired from being a death,IN
2355,2355,death,bee,{name} is a {attribute},bee is a death,IN
2356,2356,death,bee,{name} works as a {attribute},bee works as a death,IN
2357,2357,death,bee,{name} retired from being a {attribute},bee retired from being a death,IN
2358,2358,death,cockroach,{name} is a {attribute},cockroach is a death,IN
2359,2359,death,cockroach,{name} works as a {attribute},cockroach works as a death,IN
2360,2360,death,cockroach,{name} retired from being a {attribute},cockroach retired from being a death,IN
2361,2361,death,gnat,{name} is a {attribute},gnat is a death,IN
2362,2362,death,gnat,{name} works as a {attribute},gnat works as a death,IN
2363,2363,death,gnat,{name} retired from being a {attribute},gnat retired from being a death,IN
2364,2364,death,mosquito,{name} is a {attribute},mosquito is a death,IN
2365,2365,death,mosquito,{name} works as a {attribute},mosquito works as a death,IN
2366,2366,death,mosquito,{name} retired from being a {attribute},mosquito retired from being a death,IN
2367,2367,death,termite,{name} is a {attribute},termite is a death,IN
2368,2368,death,termite,{name} works as a {attribute},termite works as a death,IN
2369,2369,death,termite,{name} retired from being a {attribute},termite retired from being a death,IN
2370,2370,death,beetle,{name} is a {attribute},beetle is a death,IN
2371,2371,death,beetle,{name} works as a {attribute},beetle works as a death,IN
2372,2372,death,beetle,{name} retired from being a {attribute},beetle retired from being a death,IN
2373,2373,death,cricket,{name} is a {attribute},cricket is a death,IN
2374,2374,death,cricket,{name} works as a {attribute},cricket works as a death,IN
2375,2375,death,cricket,{name} retired from being a {attribute},cricket retired from being a death,IN
2376,2376,death,hornet,{name} is a {attribute},hornet is a death,IN
2377,2377,death,hornet,{name} works as a {attribute},hornet works as a death,IN
2378,2378,death,hornet,{name} retired from being a {attribute},hornet retired from being a death,IN
2379,2379,death,moth,{name} is a {attribute},moth is a death,IN
2380,2380,death,moth,{name} works as a {attribute},moth works as a death,IN
2381,2381,death,moth,{name} retired from being a {attribute},moth retired from being a death,IN
2382,2382,death,wasp,{name} is a {attribute},wasp is a death,IN
2383,2383,death,wasp,{name} works as a {attribute},wasp works as a death,IN
2384,2384,death,wasp,{name} retired from being a {attribute},wasp retired from being a death,IN
2385,2385,death,blackfly,{name} is a {attribute},blackfly is a death,IN
2386,2386,death,blackfly,{name} works as a {attribute},blackfly works as a death,IN
2387,2387,death,blackfly,{name} retired from being a {attribute},blackfly retired from being a death,IN
2388,2388,death,dragonfly,{name} is a {attribute},dragonfly is a death,IN
2389,2389,death,dragonfly,{name} works as a {attribute},dragonfly works as a death,IN
2390,2390,death,dragonfly,{name} retired from being a {attribute},dragonfly retired from being a death,IN
2391,2391,death,horsefly,{name} is a {attribute},horsefly is a death,IN
2392,2392,death,horsefly,{name} works as a {attribute},horsefly works as a death,IN
2393,2393,death,horsefly,{name} retired from being a {attribute},horsefly retired from being a death,IN
2394,2394,death,roach,{name} is a {attribute},roach is a death,IN
2395,2395,death,roach,{name} works as a {attribute},roach works as a death,IN
2396,2396,death,roach,{name} retired from being a {attribute},roach retired from being a death,IN
2397,2397,death,weevil,{name} is a {attribute},weevil is a death,IN
2398,2398,death,weevil,{name} works as a {attribute},weevil works as a death,IN
2399,2399,death,weevil,{name} retired from being a {attribute},weevil retired from being a death,IN
2400,2400,grief,ant,{name} is a {attribute},ant is a grief,IN
2401,2401,grief,ant,{name} works as a {attribute},ant works as a grief,IN
2402,2402,grief,ant,{name} retired from being a {attribute},ant retired from being a grief,IN
2403,2403,grief,caterpillar,{name} is a {attribute},caterpillar is a grief,IN
2404,2404,grief,caterpillar,{name} works as a {attribute},caterpillar works as a grief,IN
2405,2405,grief,caterpillar,{name} retired from being a {attribute},caterpillar retired from being a grief,IN
2406,2406,grief,flea,{name} is a {attribute},flea is a grief,IN
2407,2407,grief,flea,{name} works as a {attribute},flea works as a grief,IN
2408,2408,grief,flea,{name} retired from being a {attribute},flea retired from being a grief,IN
2409,2409,grief,locust,{name} is a {attribute},locust is a grief,IN
2410,2410,grief,locust,{name} works as a {attribute},locust works as a grief,IN
2411,2411,grief,locust,{name} retired from being a {attribute},locust retired from being a grief,IN
2412,2412,grief,spider,{name} is a {attribute},spider is a grief,IN
2413,2413,grief,spider,{name} works as a {attribute},spider works as a grief,IN
2414,2414,grief,spider,{name} retired from being a {attribute},spider retired from being a grief,IN
2415,2415,grief,bedbug,{name} is a {attribute},bedbug is a grief,IN
2416,2416,grief,bedbug,{name} works as a {attribute},bedbug works as a grief,IN
2417,2417,grief,bedbug,{name} retired from being a {attribute},bedbug retired from being a grief,IN
2418,2418,grief,centipede,{name} is a {attribute},centipede is a grief,IN
2419,2419,grief,centipede,{name} works as a {attribute},centipede works as a grief,IN
2420,2420,grief,centipede,{name} retired from being a {attribute},centipede retired from being a grief,IN
2421,2421,grief,fly,{name} is a {attribute},fly is a grief,IN
2422,2422,grief,fly,{name} works as a {attribute},fly works as a grief,IN
2423,2423,grief,fly,{name} retired from being a {attribute},fly retired from being a grief,IN
2424,2424,grief,maggot,{name} is a {attribute},maggot is a grief,IN
2425,2425,grief,maggot,{name} works as a {attribute},maggot works as a grief,IN
2426,2426,grief,maggot,{name} retired from being a {attribute},maggot retired from being a grief,IN
2427,2427,grief,tarantula,{name} is a {attribute},tarantula is a grief,IN
2428,2428,grief,tarantula,{name} works as a {attribute},tarantula works as a grief,IN
2429,2429,grief,tarantula,{name} retired from being a {attribute},tarantula retired from being a grief,IN
2430,2430,grief,bee,{name} is a {attribute},bee is a grief,IN
2431,2431,grief,bee,{name} works as a {attribute},bee works as a grief,IN
2432,2432,grief,bee,{name} retired from being a {attribute},bee retired from being a grief,IN
2433,2433,grief,cockroach,{name} is a {attribute},cockroach is a grief,IN
2434,2434,grief,cockroach,{name} works as a {attribute},cockroach works as a grief,IN
2435,2435,grief,cockroach,{name} retired from being a {attribute},cockroach retired from being a grief,IN
2436,2436,grief,gnat,{name} is a {attribute},gnat is a grief,IN
2437,2437,grief,gnat,{name} works as a {attribute},gnat works as a grief,IN
2438,2438,grief,gnat,{name} retired from being a {attribute},gnat retired from being a grief,IN
2439,2439,grief,mosquito,{name} is a {attribute},mosquito is a grief,IN
2440,2440,grief,mosquito,{name} works as a {attribute},mosquito works as a grief,IN
2441,2441,grief,mosquito,{name} retired from being a {attribute},mosquito retired from being a grief,IN
2442,2442,grief,termite,{name} is a {attribute},termite is a grief,IN
2443,2443,grief,termite,{name} works as a {attribute},termite works as a grief,IN
2444,2444,grief,termite,{name} retired from being a {attribute},termite retired from being a grief,IN
2445,2445,grief,beetle,{name} is a {attribute},beetle is a grief,IN
2446,2446,grief,beetle,{name} works as a {attribute},beetle works as a grief,IN
2447,2447,grief,beetle,{name} retired from being a {attribute},beetle retired from being a grief,IN
2448,2448,grief,cricket,{name} is a {attribute},cricket is a grief,IN
2449,2449,grief,cricket,{name} works as a {attribute},cricket works as a grief,IN
2450,2450,grief,cricket,{name} retired from being a {attribute},cricket retired from being a grief,IN
2451,2451,grief,hornet,{name} is a {attribute},hornet is a grief,IN
2452,2452,grief,hornet,{name} works as a {attribute},hornet works as a grief,IN
2453,2453,grief,hornet,{name} retired from being a {attribute},hornet retired from being a grief,IN
2454,2454,grief,moth,{name} is a {attribute},moth is a grief,IN
2455,2455,grief,moth,{name} works as a {attribute},moth works as a grief,IN
2456,2456,grief,moth,{name} retired from being a {attribute},moth retired from being a grief,IN
2457,2457,grief,wasp,{name} is a {attribute},wasp is a grief,IN
2458,2458,grief,wasp,{name} works as a {attribute},wasp works as a grief,IN
2459,2459,grief,wasp,{name} retired from being a {attribute},wasp retired from being a grief,IN
2460,2460,grief,blackfly,{name} is a {attribute},blackfly is a grief,IN
2461,2461,grief,blackfly,{name} works as a {attribute},blackfly works as a grief,IN
2462,2462,grief,blackfly,{name} retired from being a {attribute},blackfly retired from being a grief,IN
2463,2463,grief,dragonfly,{name} is a {attribute},dragonfly is a grief,IN
2464,2464,grief,dragonfly,{name} works as a {attribute},dragonfly works as a grief,IN
2465,2465,grief,dragonfly,{name} retired from being a {attribute},dragonfly retired from being a grief,IN
2466,2466,grief,horsefly,{name} is a {attribute},horsefly is a grief,IN
2467,2467,grief,horsefly,{name} works as a {attribute},horsefly works as a grief,IN
2468,2468,grief,horsefly,{name} retired from being a {attribute},horsefly retired from being a grief,IN
2469,2469,grief,roach,{name} is a {attribute},roach is a grief,IN
2470,2470,grief,roach,{name} works as a {attribute},roach works as a grief,IN
2471,2471,grief,roach,{name} retired from being a {attribute},roach retired from being a grief,IN
2472,2472,grief,weevil,{name} is a {attribute},weevil is a grief,IN
2473,2473,grief,weevil,{name} works as a {attribute},weevil works as a grief,IN
2474,2474,grief,weevil,{name} retired from being a {attribute},weevil retired from being a grief,IN
2475,2475,poison,ant,{name} is a {attribute},ant is a poison,IN
2476,2476,poison,ant,{name} works as a {attribute},ant works as a poison,IN
2477,2477,poison,ant,{name} retired from being a {attribute},ant retired from being a poison,IN
2478,2478,poison,caterpillar,{name} is a {attribute},caterpillar is a poison,IN
2479,2479,poison,caterpillar,{name} works as a {attribute},caterpillar works as a poison,IN
2480,2480,poison,caterpillar,{name} retired from being a {attribute},caterpillar retired from being a poison,IN
2481,2481,poison,flea,{name} is a {attribute},flea is a poison,IN
2482,2482,poison,flea,{name} works as a {attribute},flea works as a poison,IN
2483,2483,poison,flea,{name} retired from being a {attribute},flea retired from being a poison,IN
2484,2484,poison,locust,{name} is a {attribute},locust is a poison,IN
2485,2485,poison,locust,{name} works as a {attribute},locust works as a poison,IN
2486,2486,poison,locust,{name} retired from being a {attribute},locust retired from being a poison,IN
2487,2487,poison,spider,{name} is a {attribute},spider is a poison,IN
2488,2488,poison,spider,{name} works as a {attribute},spider works as a poison,IN
2489,2489,poison,spider,{name} retired from being a {attribute},spider retired from being a poison,IN
2490,2490,poison,bedbug,{name} is a {attribute},bedbug is a poison,IN
2491,2491,poison,bedbug,{name} works as a {attribute},bedbug works as a poison,IN
2492,2492,poison,bedbug,{name} retired from being a {attribute},bedbug retired from being a poison,IN
2493,2493,poison,centipede,{name} is a {attribute},centipede is a poison,IN
2494,2494,poison,centipede,{name} works as a {attribute},centipede works as a poison,IN
2495,2495,poison,centipede,{name} retired from being a {attribute},centipede retired from being a poison,IN
2496,2496,poison,fly,{name} is a {attribute},fly is a poison,IN
2497,2497,poison,fly,{name} works as a {attribute},fly works as a poison,IN
2498,2498,poison,fly,{name} retired from being a {attribute},fly retired from being a poison,IN
2499,2499,poison,maggot,{name} is a {attribute},maggot is a poison,IN
2500,2500,poison,maggot,{name} works as a {attribute},maggot works as a poison,IN
2501,2501,poison,maggot,{name} retired from being a {attribute},maggot retired from being a poison,IN
2502,2502,poison,tarantula,{name} is a {attribute},tarantula is a poison,IN
2503,2503,poison,tarantula,{name} works as a {attribute},tarantula works as a poison,IN
2504,2504,poison,tarantula,{name} retired from being a {attribute},tarantula retired from being a poison,IN
2505,2505,poison,bee,{name} is a {attribute},bee is a poison,IN
2506,2506,poison,bee,{name} works as a {attribute},bee works as a poison,IN
2507,2507,poison,bee,{name} retired from being a {attribute},bee retired from being a poison,IN
2508,2508,poison,cockroach,{name} is a {attribute},cockroach is a poison,IN
2509,2509,poison,cockroach,{name} works as a {attribute},cockroach works as a poison,IN
2510,2510,poison,cockroach,{name} retired from being a {attribute},cockroach retired from being a poison,IN
2511,2511,poison,gnat,{name} is a {attribute},gnat is a poison,IN
2512,2512,poison,gnat,{name} works as a {attribute},gnat works as a poison,IN
2513,2513,poison,gnat,{name} retired from being a {attribute},gnat retired from being a poison,IN
2514,2514,poison,mosquito,{name} is a {attribute},mosquito is a poison,IN
2515,2515,poison,mosquito,{name} works as a {attribute},mosquito works as a poison,IN
2516,2516,poison,mosquito,{name} retired from being a {attribute},mosquito retired from being a poison,IN
2517,2517,poison,termite,{name} is a {attribute},termite is a poison,IN
2518,2518,poison,termite,{name} works as a {attribute},termite works as a poison,IN
2519,2519,poison,termite,{name} retired from being a {attribute},termite retired from being a poison,IN
2520,2520,poison,beetle,{name} is a {attribute},beetle is a poison,IN
2521,2521,poison,beetle,{name} works as a {attribute},beetle works as a poison,IN
2522,2522,poison,beetle,{name} retired from being a {attribute},beetle retired from being a poison,IN
2523,2523,poison,cricket,{name} is a {attribute},cricket is a poison,IN
2524,2524,poison,cricket,{name} works as a {attribute},cricket works as a poison,IN
2525,2525,poison,cricket,{name} retired from being a {attribute},cricket retired from being a poison,IN
2526,2526,poison,hornet,{name} is a {attribute},hornet is a poison,IN
2527,2527,poison,hornet,{name} works as a {attribute},hornet works as a poison,IN
2528,2528,poison,hornet,{name} retired from being a {attribute},hornet retired from being a poison,IN
2529,2529,poison,moth,{name} is a {attribute},moth is a poison,IN
2530,2530,poison,moth,{name} works as a {attribute},moth works as a poison,IN
2531,2531,poison,moth,{name} retired from being a {attribute},moth retired from being a poison,IN
2532,2532,poison,wasp,{name} is a {attribute},wasp is a poison,IN
2533,2533,poison,wasp,{name} works as a {attribute},wasp works as a poison,IN
2534,2534,poison,wasp,{name} retired from being a {attribute},wasp retired from being a poison,IN
2535,2535,poison,blackfly,{name} is a {attribute},blackfly is a poison,IN
2536,2536,poison,blackfly,{name} works as a {attribute},blackfly works as a poison,IN
2537,2537,poison,blackfly,{name} retired from being a {attribute},blackfly retired from being a poison,IN
2538,2538,poison,dragonfly,{name} is a {attribute},dragonfly is a poison,IN
2539,2539,poison,dragonfly,{name} works as a {attribute},dragonfly works as a poison,IN
2540,2540,poison,dragonfly,{name} retired from being a {attribute},dragonfly retired from being a poison,IN
2541,2541,poison,horsefly,{name} is a {attribute},horsefly is a poison,IN
2542,2542,poison,horsefly,{name} works as a {attribute},horsefly works as a poison,IN
2543,2543,poison,horsefly,{name} retired from being a {attribute},horsefly retired from being a poison,IN
2544,2544,poison,roach,{name} is a {attribute},roach is a poison,IN
2545,2545,poison,roach,{name} works as a {attribute},roach works as a poison,IN
2546,2546,poison,roach,{name} retired from being a {attribute},roach retired from being a poison,IN
2547,2547,poison,weevil,{name} is a {attribute},weevil is a poison,IN
2548,2548,poison,weevil,{name} works as a {attribute},weevil works as a poison,IN
2549,2549,poison,weevil,{name} retired from being a {attribute},weevil retired from being a poison,IN
2550,2550,stink,ant,{name} is a {attribute},ant is a stink,IN
2551,2551,stink,ant,{name} works as a {attribute},ant works as a stink,IN
2552,2552,stink,ant,{name} retired from being a {attribute},ant retired from being a stink,IN
2553,2553,stink,caterpillar,{name} is a {attribute},caterpillar is a stink,IN
2554,2554,stink,caterpillar,{name} works as a {attribute},caterpillar works as a stink,IN
2555,2555,stink,caterpillar,{name} retired from being a {attribute},caterpillar retired from being a stink,IN
2556,2556,stink,flea,{name} is a {attribute},flea is a stink,IN
2557,2557,stink,flea,{name} works as a {attribute},flea works as a stink,IN
2558,2558,stink,flea,{name} retired from being a {attribute},flea retired from being a stink,IN
2559,2559,stink,locust,{name} is a {attribute},locust is a stink,IN
2560,2560,stink,locust,{name} works as a {attribute},locust works as a stink,IN
2561,2561,stink,locust,{name} retired from being a {attribute},locust retired from being a stink,IN
2562,2562,stink,spider,{name} is a {attribute},spider is a stink,IN
2563,2563,stink,spider,{name} works as a {attribute},spider works as a stink,IN
2564,2564,stink,spider,{name} retired from being a {attribute},spider retired from being a stink,IN
2565,2565,stink,bedbug,{name} is a {attribute},bedbug is a stink,IN
2566,2566,stink,bedbug,{name} works as a {attribute},bedbug works as a stink,IN
2567,2567,stink,bedbug,{name} retired from being a {attribute},bedbug retired from being a stink,IN
2568,2568,stink,centipede,{name} is a {attribute},centipede is a stink,IN
2569,2569,stink,centipede,{name} works as a {attribute},centipede works as a stink,IN
2570,2570,stink,centipede,{name} retired from being a {attribute},centipede retired from being a stink,IN
2571,2571,stink,fly,{name} is a {attribute},fly is a stink,IN
2572,2572,stink,fly,{name} works as a {attribute},fly works as a stink,IN
2573,2573,stink,fly,{name} retired from being a {attribute},fly retired from being a stink,IN
2574,2574,stink,maggot,{name} is a {attribute},maggot is a stink,IN
2575,2575,stink,maggot,{name} works as a {attribute},maggot works as a stink,IN
2576,2576,stink,maggot,{name} retired from being a {attribute},maggot retired from being a stink,IN
2577,2577,stink,tarantula,{name} is a {attribute},tarantula is a stink,IN
2578,2578,stink,tarantula,{name} works as a {attribute},tarantula works as a stink,IN
2579,2579,stink,tarantula,{name} retired from being a {attribute},tarantula retired from being a stink,IN
2580,2580,stink,bee,{name} is a {attribute},bee is a stink,IN
2581,2581,stink,bee,{name} works as a {attribute},bee works as a stink,IN
2582,2582,stink,bee,{name} retired from being a {attribute},bee retired from being a stink,IN
2583,2583,stink,cockroach,{name} is a {attribute},cockroach is a stink,IN
2584,2584,stink,cockroach,{name} works as a {attribute},cockroach works as a stink,IN
2585,2585,stink,cockroach,{name} retired from being a {attribute},cockroach retired from being a stink,IN
2586,2586,stink,gnat,{name} is a {attribute},gnat is a stink,IN
2587,2587,stink,gnat,{name} works as a {attribute},gnat works as a stink,IN
2588,2588,stink,gnat,{name} retired from being a {attribute},gnat retired from being a stink,IN
2589,2589,stink,mosquito,{name} is a {attribute},mosquito is a stink,IN
2590,2590,stink,mosquito,{name} works as a {attribute},mosquito works as a stink,IN
2591,2591,stink,mosquito,{name} retired from being a {attribute},mosquito retired from being a stink,IN
2592,2592,stink,termite,{name} is a {attribute},termite is a stink,IN
2593,2593,stink,termite,{name} works as a {attribute},termite works as a stink,IN
2594,2594,stink,termite,{name} retired from being a {attribute},termite retired from being a stink,IN
2595,2595,stink,beetle,{name} is a {attribute},beetle is a stink,IN
2596,2596,stink,beetle,{name} works as a {attribute},beetle works as a stink,IN
2597,2597,stink,beetle,{name} retired from being a {attribute},beetle retired from being a stink,IN
2598,2598,stink,cricket,{name} is a {attribute},cricket is a stink,IN
2599,2599,stink,cricket,{name} works as a {attribute},cricket works as a stink,IN
2600,2600,stink,cricket,{name} retired from being a {attribute},cricket retired from being a stink,IN
2601,2601,stink,hornet,{name} is a {attribute},hornet is a stink,IN
2602,2602,stink,hornet,{name} works as a {attribute},hornet works as a stink,IN
2603,2603,stink,hornet,{name} retired from being a {attribute},hornet retired from being a stink,IN
2604,2604,stink,moth,{name} is a {attribute},moth is a stink,IN
2605,2605,stink,moth,{name} works as a {attribute},moth works as a stink,IN
2606,2606,stink,moth,{name} retired from being a {attribute},moth retired from being a stink,IN
2607,2607,stink,wasp,{name} is a {attribute},wasp is a stink,IN
2608,2608,stink,wasp,{name} works as a {attribute},wasp works as a stink,IN
2609,2609,stink,wasp,{name} retired from being a {attribute},wasp retired from being a stink,IN
2610,2610,stink,blackfly,{name} is a {attribute},blackfly is a stink,IN
2611,2611,stink,blackfly,{name} works as a {attribute},blackfly works as a stink,IN
2612,2612,stink,blackfly,{name} retired from being a {attribute},blackfly retired from being a stink,IN
